user utc offset,text,created_at,user,id,user time zone,lng,user location,lat,language
I LOVE KRISSEL ANN REYLLO CRUZ,"""@BagyongYoIanda: With Napoles and Chicser. #RIP""",1383896076.0,hollaitsjoida,'398835955282354177',Pacific Time (US & Canada),,-28800,,en
Z.C.,Napoles' fugliness is perfect for these memes. Wahaha,1383896083.0,Toimtanium,'398835986387333120',Hong Kong,,28800,,en
PH. ,Napoles voted #WorldWideAct EXO,1383896122.0,hairpornyeol,'398836147943522304',Pacific Time (US & Canada),,-28800,,en
Quezon City,Hoping that Janet Napoles chooses to be a State Witness. This would give new future to our tainted government,1383896172.0,neririri,'398836357818089472',Alaska,,-32400,,en
Canada,"mBryan By and Jeane Napoles are both social climbers, fake and products of scams. Yuck for these Filipinos.",1383896184.0,Megan_100d,'398836407478673409',,,,,en
Janjan Lang,@BagyongYoIanda: With Napoles and Chicser. #RIP hihihi,1383896213.0,ISSAparasayo,'398836529843286016',Hong Kong,,28800,,en
"TV5, Philippines",CAPTION THIS | Janet Napoles shaking hands with Justice Secretary Leila de Lima: ... http://t.co/pcHj8xchod,1383896215.0,AksyonTV,'398836539741851650',,,,,en
,What Does the Fox Say?.......NAPOLES: Hind ko Alam :),1383896339.0,Awstu,'398837058510143488',Arizona,,-25200,,en
MNL,"""@BagyongYoIanda: With Napoles and Chicser. #RIP"" -Yay!!! We owe you a lot!!! Thank u thank u. :* ",1383896410.0,apatheticAthena,'398837357769531392',Singapore,,28800,,en
Chrissy Costanza's ,@BagyongYoIanda: With Napoles and Chicser. #RIP haha! Benta!!  #,1383896428.0,IWontGEEveUp,'398837430310023169',Singapore,,28800,,en
Seoul South Korea,@BagyongYoIanda: With Napoles and Chicser. #RIP,1383896454.0,KKrizzzia,'398837539793944577',,,,,en
MNL/CGK,"""@HecklerForever: The most annoying thing about Janet Lim-Napoles after yesterday's hearing? She was still breathing."" I KNOW RIGHT!!!",1383896517.0,Lanyygiiirl,'398837803603070977',Taipei,,28800,,en
Cagayan de Oro City,"General Discussions  Re: Janet Napoles and The Pork Barrel Scam: All I can say is, SHE'S A http://t.co/yRgM8hk9Qg",1383896534.0,CDO_tsadaspeaks,'398837877683261440',Taipei,,28800,,en
"Davao City, Phil.",1 Piece chicken Mcdo + McSpaghetti + Large coke // Napoles-ing,1383896535.0,ohxiano,'398837879255756800',Hong Kong,,28800,,en
{#teambyuntae} ,Napoles voted for EXO #WorldWideAct #EMAzing #MTVEMA,1383896550.0,jongdaeqtpie,'398837943902535680',Alaska,,-32400,,en
CLUBVISION300,Will brighten your day. Napoles the sunshine in the life of the Philippine Senators  -AA http://t.co/uPGOpVBxQU,1383896550.0,nagelguru,'398837944628568066',Greenland,,-10800,,en
"MNL , PH",Watching Napoles' hearing replay.,1383896611.0,nickologonzales,'398838201667694592',Beijing,,28800,,en
MARS,Kailan namatay si Magellan?Napoles: I invoke my right against self incrimination.,1383896676.0,BYEangel5SOS,'398838472376467456',Beijing,,28800,,en
"MNL, PH","""@BagyongYoIanda: With Napoles and Chicser. #RIP""",1383896794.0,annebauto,'398838967308533760',Alaska,,-32400,,en
,Napoles Wedding- Priest: Janet do you take this man to be your lawfully wedded husband? Janet: Di ko po alam!,1383896795.0,quierasb1,'398838973058936832',,,,,en
MARS,Howcome @ConnorMcDonough and @TobyMcDonough never tweeted me?Napoles: Hindi ko po alam. (I don't know.),1383896808.0,BYEangel5SOS,'398839024766300160',Beijing,,28800,,en
Philippines,CAPTION THIS | Janet Napoles shaking hands with Justice Secretary Leila de ... - InterAksyon http://t.co/slksAHgQXS,1383896814.0,tonigonzagapotd,'398839051324624896',Tokyo,,32400,,en
United Kingdom,I just watched an episode of Probing Napoles: The Senate Hearing... http://t.co/4m9SXvylYm,1383896857.0,gen_capito,'398839232292470784',,,,,en
,Beautiful city!  #napoli #me #napoles #beautiful #city #cute #instagram #instadaily #instacool http://t.co/TrHnVMYNXh,1383896910.0,MattiCosta,'398839454695424000',Greenland,,-10800,,en
Las Pinas,Should I write Janet Napoles' name on my Death Note?,1383897262.0,SiiirCaustic,'398840928502181888',Arizona,,-25200,,en
i will forever be a SELENATOR ,"I need the truth,i need the truth nothing but the truth -Pork Barrel Scam",1383897272.0,saitoMIA,'398840973150535682',Alaska,,-32400,,en
Philippines,MADE MY DAY! HAHAHA #picoftheday #Napoleszone #invokemyrights #porkpatrol #jokeoftheday #napoles http://t.co/UbMBZrcwst,1383897284.0,TanClarenceHere,'398841022761144320',Quito,,-18000,,en
,"@saitoMIA: I need the truth,i need the truth nothing but the truth -Pork Barrel Scam",1383897288.0,itspatzeh,'398841038338400256',Beijing,,28800,,en
Mandaluyong,Indulging myself on Mcdonald's Salted Caramel Sundae while watching Senator @senmiriam grills Napoles.,1383897374.0,mrbratpacker,'398841399254081537',Hong Kong,,28800,,en
90807 CA,Watching the Napoles probe online and it is frustrating...,1383897384.0,DorieWorks,'398841441591361536',Singapore,,28800,,en
ANTWERP,Senator Francis Escudero wants to put Janet Napoles in ordinary jail | Sun.Star http://t.co/JAFl1hMrGB,1383897409.0,RUD_BASTIAENSEN,'398841546097053696',,,,,en
ANTWERP,Senator Francis Escudero wants to put Janet Napoles in ordinary jail | Sun.Star http://t.co/KOets62h9w,1383897430.0,RUD_BASTIAENSEN,'398841636018327553',,,,,en
 Mineski Infinity ,Yolanda stop being so rude to us. We offer you Janet Napoles as peace offering.,1383897464.0,DealWithTrAXEx,'398841775801909248',Pacific Time (US & Canada),,-28800,,en
Location: Twitterville,"Of #BishopofBling, #StellaGate &amp; #Napoles.From Germany to Nigeria via the Philipines, #corruptionthings na ni.",1383897563.0,Artheyneeye,'398842191964946432',Berlin,,3600,,en
,I invoke my right against self incrimination. Hahahahaha hayyy napoles :)),1383897568.0,ThisIsAngel01,'398842214802923520',Beijing,,28800,,en
,FULL SEN  MIRIAM DEFENSOR SANTIAGO &amp; JANET LIM NAPOLES at Senate Pork Sc...: http://t.co/NfCWp4g9JE via @youtube,1383897642.0,bheybiiShan,'398842524363526145',Pacific Time (US & Canada),,-28800,,en
,"""What can you say about the pork barrel? - I cannot answer your question, beacause I am a vegetarian."" - This. xD #banananite",1383897644.0,Jiiwaaaald,'398842532697628673',Beijing,,28800,,en
Philippines,"""What can you say about Pork Barrel?"" I'm sorry, I can't answer that question. I'm Vegetarian.",1383897644.0,BarnaBabeeee,'398842530877292544',Beijing,,28800,,en
Philippines,Napoles Case + Typhoon Yolanda = Anong nangyayari Pilipinas?    I want to send all my prayers out to all those who are getting hit by typhoo,1383897648.0,paocaniamo,'398842549252538370',Arizona,,-25200,,en
Cebu City,b: what could you say about the pork barrel?g: im sorry i cannot answer your question because im a vegetarian. thankyouBUGOOO JD HAHAHAHA,1383897650.0,DezzCabrera,'398842559566331904',Beijing,,28800,,en
Caloocan,"Judge: What can you say about Pork Barrel?Contestant: Im sorry judges, but i cant answer the question, coz im Vegetarian!HAHAHAHAHA!!",1383897654.0,WLHELM,'398842573902458880',Beijing,,28800,,en
"La vista Q,C",NW: Pretty little liars starring JANET NAPOLES,1383897656.0,beerclimacool,'398842581544493056',,,,,en
Istanbul,"Q: What can you say about Pork barrel? Candidate: I'm a vegetarian, I'm sorry I can't answer that question!",1383897665.0,supsup010,'398842621310664704',Quito,,-18000,,en
Castle Golden,"""What can you say about the pork barrel scam?"" ""I'm sorry I can't answer that question, because I'm a vegetarian"" Hahahaha Oh hahahahahaha",1383897684.0,Wonderwomae,'398842698305519618',Alaska,,-32400,,en
,"""@BagyongYoIanda: With Napoles and Chicser. #RIP"" ",1383897701.0,chehizonnn,'398842771739402240',Beijing,,28800,,en
,Sensationalism at its finest by TV5. Tsk! CAPTION THIS | Janet Napoles shaking hands with Justice Sec Leila de Lima http://t.co/HCZ7LxqF97,1383897729.0,mynameisbrew,'398842888588492802',Hawaii,,-36000,,en
Philippines ,I invoke my right against self-incrimination - Napoles,1383897757.0,Kembeeerley,'398843007132123137',Beijing,,28800,,en
Cubao Quezon city,Fuck NAPOLES And the JUDGE too #FreeMyNiggas,1383897791.0,akosirjin,'398843149088354305',Arizona,,-25200,,en
"Taytay, Rizal","""@UnrevealedFacts: Music has the ability to repair brain damage as well as return lost memories."" -Eepekto kaya to kay Napoles? haha!",1383897811.0,pattytopotato,'398843234069118976',,,,,en
"Manila, Philippines","I invoke my right!!! #Napoles""",1383897819.0,itsmejoanna09,'398843266163933185',,,,,en
Philippines,"""@BagyongYolanda: Do you have requests before i get out of this country? Yo yo yo landa! #YolandaPH"" isama mo na si Napoles tsaka Chiscser.",1383897840.0,_thelittledust,'398843354785386496',Alaska,,-32400,,en
Philippines,Boy: so what do you think about the pork barrel?Girl:  i cannot answer that question.Boy: why?Girl: Im a vegetarianHAHAHA cornny,1383897892.0,CalvinYANeh,'398843572939530240',Beijing,,28800,,en
,"""what can u say about the pork barrel issue?"" ""im sorry mr. host i cant answer that question cus im a vegetarian. thankyou!"" #banananite",1383897895.0,mackylucifera,'398843584511623169',Alaska,,-32400,,en
,Use 'NAPOLES' in sentences : http://t.co/cXKDEr2ai2,1383897929.0,juanfeliciano,'398843727549984768',Singapore,,28800,,en
,"host: what can you say about pork barrel?girl: sorry, i cant answer your question because im a vegetarianHAHAHAHHAHAHA BV",1383897947.0,AyaAmparo,'398843804758712321',Alaska,,-32400,,en
,[FULL] SEN. MIRIAM DEFENSOR SANTIAGO &amp; JANET LIM NAPOLES at Senate Pork Scam PDAF Earing http://t.co/ylfM4eMuNr,1383898191.0,pauloricdiaz,'398844824947683328',,,,,en
South East Asia,"Napoles, please explain how you're person who's wealth is ""just right""? http://t.co/D9epbuvV50",1383898196.0,MNTacky,'398844847638839296',Taipei,,28800,,en
Wanderlust ,"@chehizonnn: ""@BagyongYoIanda: With Napoles and Chicser. #RIP"" ",1383898245.0,imaysebayram,'398845054350938112',Pacific Time (US & Canada),,-28800,,en
UAE,@senmiriam salute to your bravery! Keep it up and hammer Napoles!!,1383898249.0,abyjstn,'398845069299421184',Singapore,,28800,,en
,Bong's lawyer: Senate body violated Napoles right. WHY IS BONG CONCERNED? http://t.co/hTfUmIvqVX http://t.co/0evCERY779,1383898346.0,robert_y,'398845475744251905',Hong Kong,,28800,,en
,"Napoles, enrile, bong, jinggoy: Have u seen the effects of #YolandaPH? I hope ur conscience will order u to return r money!",1383898358.0,ohdadear,'398845526713454592',,,,,en
Philippines,@temporalgela starring Napoles?,1383898403.0,juliabuenviaje,'398845716488912896',Singapore,,28800,,en
,Napoles voted for EXO #EMAzing #MTVEMA #WorldWideAct EXO #WorldWideActEXO,1383898404.0,KyungHasRisen,'398845721945706496',Beijing,,28800,,en
"London, United Kingdom",Senate summons Napoles husband - Journal Online http://t.co/N13Vzi2HFr,1383898519.0,GessessI,'398846201790865408',London,,0,,en
London,Senate summons Napoles husband - Journal Online http://t.co/8baRl53iZn,1383898520.0,OscarMontgomery,'398846205267959808',,,,,en
,Makes you wonder how the 10B pork barrel plundered would have made a BIG diff if used instead on disaster related preps.#RescuePH,1383898543.0,PasambaJeck,'398846305084010496',,,,,en
Republic of the Philippines :),With my Pork Barrel Band #Guitarist #syempreVocalist #Drummer :p @ Kuwagos Grill http://t.co/F3mFDSHNLW,1383898562.0,ReinLangara,'398846384239292416',Singapore,,28800,,en
,I think God has a message for us to contemplate...#YolandaPH#Napoles#unscientifically#correlated,1383898606.0,erwincquiambao,'398846568398196736',,,,,en
,"NAPOLES:""I invoke my right""Invoker Lord.-invokelistQuas - HindiWex - OoExort - EwanInvoke - I invoke... http://t.co/zxNRw1ind0",1383898839.0,aljaykharlo_E,'398847546262847488',,,,,en
Philippines,Two senators want Napoles in regular jail | http://t.co/2ODbfQYZdf,1383898984.0,solartvnews,'398848150716174337',Taipei,,28800,,en
"Manila, Philippines","@solartvnews Pals of P. Noy. Moro-moro. They all want to continue the special accommodation, lest Napoles implicates the ""righteous"" ones.",1383899191.0,willgalang,'398849022477074432',Singapore,,28800,,en
Manila & Paraaque City,"I saw someone at SM Sucat 2/F near Booksale. I asked her, ""Kamusta hearing niyo kahapon?"" She looks exactly like Janet Napoles! No kidding!",1383899212.0,ronivalle,'398849107009081344',Singapore,,28800,,en
United States of America,@syllaraps one law I'd like: No pork barrel ear marks for any bill from congress. That's our money they use for pol gain.,1383899222.0,brd76,'398849150508617728',Atlantic Time (Canada),,-14400,,en
Manila & Paraaque City,"When the news about Napoles first broke out a few months ago, her friends have jokingly warned her to start hiding! #PorkBarrel",1383899296.0,ronivalle,'398849460182085632',Singapore,,28800,,en
"Iloilo, Philippines",New Blog Post:  A Day of Protest against Pork Barrel in Iloilo http://t.co/ZBUdAL8Psi,1383899423.0,karlomongaya,'398849995300167680',Taipei,,28800,,en
nowhere,What celebrity annoys you the most?  NAPOLES! HHAHAHAHA! http://t.co/f3CxhOq6uk,1383899497.0,mshvsme,'398850304663629824',Pacific Time (US & Canada),,-28800,,en
"Calamba, Laguna","""@dlsud_pls: i dun knoe hus mur manhidnapoles or youit herts #hugotulit""",1383899532.0,aryaedralev,'398850452566982656',Arizona,,-25200,,en
"Manila, Philippines","Bring Napoles back to Makati jail  Chiz: Manila, Philippines  Whats the use of giving her special treatment... http://t.co/gTcCMUR22b",1383899587.0,BalitangPinoy,'398850681928302593',Taipei,,28800,,en
BCD,Staying up late just to watch the Napoles Senate Hearing. Uhm. HAHA,1383899766.0,vanyacastor,'398851431727263744',Alaska,,-32400,,en
at the fairways...,"You see all these destructions, people crying and smiling, and then there are people like Napoles. #sad #YolandaPH",1383899801.0,mchX,'398851579043786752',Taipei,121.02934974,28800,14.46981748,en
,@SaraBernadett @reiarei @ffunjai don't be like napoles. LOLOL,1383899898.0,Greggylinseven,'398851986759512064',Beijing,,28800,,en
Bacolod City,watching Napoles' trial for the second time,1383900041.0,ilovenecah,'398852586796642304',Hong Kong,,28800,,en
,Watching Mrs Napoles' hearing online.................... i have no words,1383900126.0,moirarachelle4,'398852940577775616',Alaska,,-32400,,en
United States of America,"@syllaraps So, amendment to stop all pork barrel attachments, each must pass on its own, not with something else as a means to an end. Yes?",1383900228.0,brd76,'398853371668750336',Atlantic Time (Canada),,-14400,,en
,No need to be rude..... especially if you're guilty #PDAF #Napoles,1383900250.0,moirarachelle4,'398853464047894529',Alaska,,-32400,,en
,Miriam questions Napoles how she got her wealth --HAY NAPOLES...YOU SUCKED BIG TIME!!! http://t.co/JSErsxGhho,1383900360.0,nicolainavarro,'398853925274914816',,,,,en
City of Angels,@manila_bulletin: Escudero wants Napoles in ordinary jailhttp://t.co/TXaHdObdXx http://t.co/wWWr3BnByZplease hope jail with pigs,1383900532.0,Hi_blujays,'398854645327482880',,,,,en
,I invoke my rights against self incrimination! Pra ko na LSS I mean Napoles syndrom hihihi,1383900535.0,BeaBiancx,'398854658786992128',Alaska,,-32400,,en
,"Philippine laws are purely rhetorical in scope, and are weak. So weak that the system was bamboozled by ordinary folks. #pork barrel scam",1383900542.0,quickflip65,'398854689091252224',,,,,en
,"Y SO SERIOUS?""D KO PO ALAM""#napoles #dkopoalam#porkbarrel#throwbackthursday http://t.co/OlMFZRhqFd",1383900552.0,iiiamsanggydooo,'398854728664510464',,,,,en
"white tower, neverland","come on, Pilipinas. we need to get through this to finish napoles off.",1383900626.0,tsokobol,'398855038010785792',Seoul,,32400,,en
"Nairobi,Kenya",Chilling with the coalition government at hacienda napoles.....,1383900629.0,oketchjohn,'398855050581512192',Nairobi,,10800,,en
,Napoles pizza is so greasy,1383900786.0,SoucieKailyne,'398855711473418240',,,,,en
"tuguegarao, philippines","""She has no clue what the meaning of the rule of law is. Ignorance can be treated but stupid is forever."" - Miriam to Napoles",1383900809.0,buCHAngut,'398855807669780480',Hawaii,,-36000,,en
CDO,I liked a @YouTube video http://t.co/la3qwYGSy0 WOTL Naughty Napoles,1383900857.0,coololets,'398856009038716928',Taipei,,28800,,en
"Manila, Philippines","It's just a news report about the weather. Wala naman silang irereport sa pork barrel, biglang cinecensor. :3 Hahahahaha #CNN",1383900974.0,juliusleonen,'398856499251781632',Beijing,,28800,,en
Philippines,"[NewsLife] Sen. Escudero: Napoles should be transferred to regular detention || Nov. 8, '13 | Watch: http://t.co/WB0SRd6VuE via PTVph",1383901079.0,VideoTweetsPH,'398856939737985024',,,,,en
Narnia,@zoowki shut up napoles. Then who did ask at my ask.fm saying JNA kaya =)),1383901083.0,Dameeeeek,'398856955864698880',Beijing,,28800,,en
CDO,"I liked a @YouTube video http://t.co/jISrUGUfxW Vice, PNoy 'kalokalike' dedicate songs to Napoles",1383901162.0,coololets,'398857286082629632',Taipei,,28800,,en
Ateneo de Manila University,Watching Santiago-Napoles face off,1383901240.0,chrissajtan,'398857617067364352',Pacific Time (US & Canada),,-28800,,en
,"""@ABSCBNNews: Napoles insists she's not involved in 'pork' scam http://t.co/mnIcmEL26T"" giatay ka",1383901320.0,Anne88galG,'398857951642796032',Arizona,,-25200,,en
"Rosario, Pasig City, PH",Here's the full 6 hour video of Napoles (the most interesting part is with Miriam Defensor Santiago :D) http://t.co/WDwr47Wvf1,1383901331.0,ejelome,'398857996404420608',Beijing,,28800,,en
Far far away with Shrek,Wide awake. Been treating the Napoles videos like it was a series v-___-v,1383901357.0,MIKEElikili,'398858103673737216',Singapore,,28800,,en
Philippines ,"NTG: Napoles at Senate pork scam hearing (Nov. 7, 2013) (Part 1): http://t.co/kYMsLN43Wi via @youtube",1383901580.0,Kembeeerley,'398859042782601216',Beijing,,28800,,en
PH,"Video: #MiriamiHeatFor the WIN!! On other note, nakaka-awa looking at the face of Napoles - halatang... http://t.co/VdRISdBnzi",1383901583.0,_migsflores,'398859052853510144',Hong Kong,,28800,,en
